destino,tipo,km,km_estimado,km_destapados,ruta,tamano,capacidad_desde,capacidad_hasta,precio_ida,precio_ida_vuelta
SAN AGUSTIN,DESTINO,833,0,,"Med,Pto Triunfo, honda, Ibague, Neiva",12 PX,12,12,4912535,6995549
SAN AGUSTIN,DESTINO,833,0,,"Med,Pto Triunfo, honda, Ibague, Neiva",14 PX,14,14,5146466,7328670
SAN AGUSTIN,DESTINO,833,0,,"Med,Pto Triunfo, honda, Ibague, Neiva",16 PX,16,16,5614326,7994913
SAN AGUSTIN,DESTINO,833,0,,"Med,Pto Triunfo, honda, Ibague, Neiva",19 PX,19,19,6199152,8058898
SAN AGUSTIN,DESTINO,833,0,,"Med,Pto Triunfo, honda, Ibague, Neiva",22-25 PX,22,25,6503261,8454240
SAN AGUSTIN,DESTINO,833,0,,"Med,Pto Triunfo, honda, Ibague, Neiva",30-42 PX,30,42,7218620,9384206
SAN ANDRES DE C.,DESTINO,137,0,45,"Med, Don Matías, Santa Rosa.45 Kms dest",12 PX,12,12,1052686,1499046
SAN ANDRES DE C.,DESTINO,137,0,45,"Med, Don Matías, Santa Rosa.45 Kms dest",14 PX,14,14,1111169,1582327
SAN ANDRES DE C.,DESTINO,137,0,45,"Med, Don Matías, Santa Rosa.45 Kms dest",16 PX,16,16,1228134,1748887
SAN ANDRES DE C.,DESTINO,137,0,45,"Med, Don Matías, Santa Rosa.45 Kms dest",19 PX,19,19,1310009,1703012
SAN ANDRES DE C.,DESTINO,137,0,45,"Med, Don Matías, Santa Rosa.45 Kms dest",22-25 PX,22,25,1473761,1915889
SAN ANDRES DE C.,DESTINO,137,0,45,"Med, Don Matías, Santa Rosa.45 Kms dest",30-42 PX,30,42,1635874,2126637
SAN ANTERO,DESTINO,468,0,,"Córdoba, Costa Atlántica",12 PX,12,12,3275024,4663699
SAN ANTERO,DESTINO,468,0,,"Córdoba, Costa Atlántica",14 PX,14,14,3508954,4996821
SAN ANTERO,DESTINO,468,0,,"Córdoba, Costa Atlántica",16 PX,16,16,3859849,5496503
SAN ANTERO,DESTINO,468,0,,"Córdoba, Costa Atlántica",19 PX,19,19,4304317,5595612
SAN ANTERO,DESTINO,468,0,,"Córdoba, Costa Atlántica",22-25 PX,22,25,4959322,6447118
SAN ANTERO,DESTINO,468,0,,"Córdoba, Costa Atlántica",30-42 PX,30,42,5504847,7156301
SAN ANTONIO DE PRADO,DESTINO,45,0,,"Med,Itagui",12 PX,12,12,491254,699555
SAN ANTONIO DE PRADO,DESTINO,45,0,,"Med,Itagui",14 PX,14,14,538040,766179
SAN ANTONIO DE PRADO,DESTINO,45,0,,"Med,Itagui",16 PX,16,16,584826,832803
SAN ANTONIO DE PRADO,DESTINO,45,0,,"Med,Itagui",19 PX,19,19,655005,851506
SAN ANTONIO DE PRADO,DESTINO,45,0,,"Med,Itagui",22-25 PX,22,25,748577,973150
SAN ANTONIO DE PRADO,DESTINO,45,0,,"Med,Itagui",30-42 PX,30,42,830920,1080196
SAN BERNANRDO,DESTINO,530,0,,"Med, Caucasia, Montería, Lorica",12 PX,12,12,3836456,5463190
SAN BERNANRDO,DESTINO,530,0,,"Med, Caucasia, Montería, Lorica",14 PX,14,14,4046994,5763000
SAN BERNANRDO,DESTINO,530,0,,"Med, Caucasia, Montería, Lorica",16 PX,16,16,4210745,5996185
SAN BERNANRDO,DESTINO,530,0,,"Med, Caucasia, Montería, Lorica",19 PX,19,19,4514854,5869310
SAN BERNANRDO,DESTINO,530,0,,"Med, Caucasia, Montería, Lorica",22-25 PX,22,25,4818963,6264652
SAN BERNANRDO,DESTINO,530,0,,"Med, Caucasia, Montería, Lorica",30-42 PX,30,42,5349049,6953764
SAN CARLOS,DESTINO,119,0,,"Med,Marinilla,Granada",12 PX,12,12,818756,1165925
SAN CARLOS,DESTINO,119,0,,"Med,Marinilla,Granada",14 PX,14,14,935721,1332485
SAN CARLOS,DESTINO,119,0,,"Med,Marinilla,Granada",16 PX,16,16,1040990,1482390
SAN CARLOS,DESTINO,119,0,,"Med,Marinilla,Granada",19 PX,19,19,1169651,1520547
SAN CARLOS,DESTINO,119,0,,"Med,Marinilla,Granada",22-25 PX,22,25,1356796,1763834
SAN CARLOS,DESTINO,119,0,,"Med,Marinilla,Granada",30-42 PX,30,42,1506043,1957856
SAN CARLOS (REPRESA),DESTINO,159,0,50,"Med, Marinilla, Granada, San Carlos.50 Kms dest",12 PX,12,12,1122865,1598983
SAN CARLOS (REPRESA),DESTINO,159,0,50,"Med, Marinilla, Granada, San Carlos.50 Kms dest",14 PX,14,14,1263223,1798855
SAN CARLOS (REPRESA),DESTINO,159,0,50,"Med, Marinilla, Granada, San Carlos.50 Kms dest",16 PX,16,16,1403582,1998728
SAN CARLOS (REPRESA),DESTINO,159,0,50,"Med, Marinilla, Granada, San Carlos.50 Kms dest",19 PX,19,19,1590726,2067944
SAN CARLOS (REPRESA),DESTINO,159,0,50,"Med, Marinilla, Granada, San Carlos.50 Kms dest",22-25 PX,22,25,1777870,2311231
SAN CARLOS (REPRESA),DESTINO,159,0,50,"Med, Marinilla, Granada, San Carlos.50 Kms dest",30-42 PX,30,42,1973436,2565466
SAN FELIX,DESTINO,27,0,,"Med, San Cristóbal",12 PX,12,12,362592,516338
SAN FELIX,DESTINO,27,0,,"Med, San Cristóbal",14 PX,14,14,397681,566306
SAN FELIX,DESTINO,27,0,,"Med, San Cristóbal",16 PX,16,16,432771,616275
SAN FELIX,DESTINO,27,0,,"Med, San Cristóbal",19 PX,19,19,491254,638630
SAN FELIX,DESTINO,27,0,,"Med, San Cristóbal",22-25 PX,22,25,561433,729862
SAN FELIX,DESTINO,27,0,,"Med, San Cristóbal",30-42 PX,30,42,623190,810147
SAN FRANCISCO,DESTINO,95,0,10,"Med,Marinilla,Santuario,Cocor na.10 Kms dest",12 PX,12,12,748577,1065988
SAN FRANCISCO,DESTINO,95,0,10,"Med,Marinilla,Santuario,Cocor na.10 Kms dest",14 PX,14,14,842149,1199237
SAN FRANCISCO,DESTINO,95,0,10,"Med,Marinilla,Santuario,Cocor na.10 Kms dest",16 PX,16,16,935721,1332485
SAN FRANCISCO,DESTINO,95,0,10,"Med,Marinilla,Santuario,Cocor na.10 Kms dest",19 PX,19,19,1052686,1368492
SAN FRANCISCO,DESTINO,95,0,10,"Med,Marinilla,Santuario,Cocor na.10 Kms dest",22-25 PX,22,25,1193044,1550958
SAN FRANCISCO,DESTINO,95,0,10,"Med,Marinilla,Santuario,Cocor na.10 Kms dest",30-42 PX,30,42,1324279,1721563
SAN JERONIMO,DESTINO,57,0,,"Med, Boqueron, Palmitas",12 PX,12,12,608219,866116
SAN JERONIMO,DESTINO,57,0,,"Med, Boqueron, Palmitas",14 PX,14,14,678398,966052
SAN JERONIMO,DESTINO,57,0,,"Med, Boqueron, Palmitas",16 PX,16,16,760273,1082644
SAN JERONIMO,DESTINO,57,0,,"Med, Boqueron, Palmitas",19 PX,19,19,842149,1094794
SAN JERONIMO,DESTINO,57,0,,"Med, Boqueron, Palmitas",22-25 PX,22,25,935721,1216437
SAN JERONIMO,DESTINO,57,0,,"Med, Boqueron, Palmitas",30-42 PX,30,42,1038650,1350245
SAN JOSE DE LA MONTAÑA,DESTINO,126,0,40,"Med,Don Matías, Sta Rosa. 40 Kms dest",12 PX,12,12,1169651,1665607
SAN JOSE DE LA MONTAÑA,DESTINO,126,0,40,"Med,Don Matías, Sta Rosa. 40 Kms dest",14 PX,14,14,1216437,1732231
SAN JOSE DE LA MONTAÑA,DESTINO,126,0,40,"Med,Don Matías, Sta Rosa. 40 Kms dest",16 PX,16,16,1298313,1848824
SAN JOSE DE LA MONTAÑA,DESTINO,126,0,40,"Med,Don Matías, Sta Rosa. 40 Kms dest",19 PX,19,19,1426975,1855067
SAN JOSE DE LA MONTAÑA,DESTINO,126,0,40,"Med,Don Matías, Sta Rosa. 40 Kms dest",22-25 PX,22,25,1602422,2083149
SAN JOSE DE LA MONTAÑA,DESTINO,126,0,40,"Med,Don Matías, Sta Rosa. 40 Kms dest",30-42 PX,30,42,1778689,2312295
SAN JOSE DEL NUS,DESTINO,135,0,,"Med, Cisneros",12 PX,12,12,1216437,1732231
SAN JOSE DEL NUS,DESTINO,135,0,,"Med, Cisneros",14 PX,14,14,1263223,1798855
SAN JOSE DEL NUS,DESTINO,135,0,,"Med, Cisneros",16 PX,16,16,1321706,1882136
SAN JOSE DEL NUS,DESTINO,135,0,,"Med, Cisneros",19 PX,19,19,1462064,1900683
SAN JOSE DEL NUS,DESTINO,135,0,,"Med, Cisneros",22-25 PX,22,25,1637512,2128765
SAN JOSE DEL NUS,DESTINO,135,0,,"Med, Cisneros",30-42 PX,30,42,1817638,2362930
SAN LUIS,DESTINO,124,0,5,"Med,Marinilla,Cocorna.5 Kms dest",12 PX,12,12,846828,1205899
SAN LUIS,DESTINO,124,0,5,"Med,Marinilla,Cocorna.5 Kms dest",14 PX,14,14,982507,1399110
SAN LUIS,DESTINO,124,0,5,"Med,Marinilla,Cocorna.5 Kms dest",16 PX,16,16,1216437,1732231
SAN LUIS,DESTINO,124,0,5,"Med,Marinilla,Cocorna.5 Kms dest",19 PX,19,19,1590726,2067944
SAN LUIS,DESTINO,124,0,5,"Med,Marinilla,Cocorna.5 Kms dest",22-25 PX,22,25,1812960,2356847
SAN LUIS,DESTINO,124,0,5,"Med,Marinilla,Cocorna.5 Kms dest",30-42 PX,30,42,2012385,2616101
SAN PEDRO,DESTINO,44,0,,"Med, San cristobal, San Felix",12 PX,12,12,502950,716211
SAN PEDRO,DESTINO,44,0,,"Med, San cristobal, San Felix",14 PX,14,14,538040,766179
SAN PEDRO,DESTINO,44,0,,"Med, San cristobal, San Felix",16 PX,16,16,584826,832803
SAN PEDRO,DESTINO,44,0,,"Med, San cristobal, San Felix",19 PX,19,19,619915,805890
SAN PEDRO,DESTINO,44,0,,"Med, San cristobal, San Felix",22-25 PX,22,25,701791,912328
SAN PEDRO,DESTINO,44,0,,"Med, San cristobal, San Felix",30-42 PX,30,42,778988,1012684
SAN RAFAEL,DESTINO,102,0,,"Med, Guarne, Marinilla, Guatape",12 PX,12,12,853845,1215893
SAN RAFAEL,DESTINO,102,0,,"Med, Guarne, Marinilla, Guatape",14 PX,14,14,888935,1265861
SAN RAFAEL,DESTINO,102,0,,"Med, Guarne, Marinilla, Guatape",16 PX,16,16,970811,1382454
SAN RAFAEL,DESTINO,102,0,,"Med, Guarne, Marinilla, Guatape",19 PX,19,19,1052686,1368492
SAN RAFAEL,DESTINO,102,0,,"Med, Guarne, Marinilla, Guatape",22-25 PX,22,25,1169651,1520547
SAN RAFAEL,DESTINO,102,0,,"Med, Guarne, Marinilla, Guatape",30-42 PX,30,42,1298313,1687807
SAN ROQUE,DESTINO,110,0,20,"Med,Barbosa,Cisneros.20 Kms dest",12 PX,12,12,888935,1265861
SAN ROQUE,DESTINO,110,0,20,"Med,Barbosa,Cisneros.20 Kms dest",14 PX,14,14,982507,1399110
SAN ROQUE,DESTINO,110,0,20,"Med,Barbosa,Cisneros.20 Kms dest",16 PX,16,16,1040990,1482390
SAN ROQUE,DESTINO,110,0,20,"Med,Barbosa,Cisneros.20 Kms dest",19 PX,19,19,1122865,1459725
SAN ROQUE,DESTINO,110,0,20,"Med,Barbosa,Cisneros.20 Kms dest",22-25 PX,22,25,1310009,1703012
SAN ROQUE,DESTINO,110,0,20,"Med,Barbosa,Cisneros.20 Kms dest",30-42 PX,30,42,1454111,1890344
SAN VICENTE,DESTINO,48,0,,"Med, Guarne",12 PX,12,12,502950,716211
SAN VICENTE,DESTINO,48,0,,"Med, Guarne",14 PX,14,14,561433,799491
SAN VICENTE,DESTINO,48,0,,"Med, Guarne",16 PX,16,16,619915,882772
SAN VICENTE,DESTINO,48,0,,"Med, Guarne",19 PX,19,19,701791,912328
SAN VICENTE,DESTINO,48,0,,"Med, Guarne",22-25 PX,22,25,818756,1064383
SAN VICENTE,DESTINO,48,0,,"Med, Guarne",30-42 PX,30,42,908819,1181465
SANTA BARBARA,DESTINO,53,0,,"Med, Alto de Minas, Versalles",12 PX,12,12,573129,816147
SANTA BARBARA,DESTINO,53,0,,"Med, Alto de Minas, Versalles",14 PX,14,14,619915,882772
SANTA BARBARA,DESTINO,53,0,,"Med, Alto de Minas, Versalles",16 PX,16,16,666701,949396
SANTA BARBARA,DESTINO,53,0,,"Med, Alto de Minas, Versalles",19 PX,19,19,736880,957944
SANTA BARBARA,DESTINO,53,0,,"Med, Alto de Minas, Versalles",22-25 PX,22,25,807059,1049177
SANTA BARBARA,DESTINO,53,0,,"Med, Alto de Minas, Versalles",30-42 PX,30,42,895836,1164587
SANTA ELENA,DESTINO,22,0,,"Med,Via Rionegro",12 PX,12,12,467861,666243
SANTA ELENA,DESTINO,22,0,,"Med,Via Rionegro",14 PX,14,14,514647,732867
SANTA ELENA,DESTINO,22,0,,"Med,Via Rionegro",16 PX,16,16,561433,799491
SANTA ELENA,DESTINO,22,0,,"Med,Via Rionegro",19 PX,19,19,608219,790684
SANTA ELENA,DESTINO,22,0,,"Med,Via Rionegro",22-25 PX,22,25,701791,912328
SANTA ELENA,DESTINO,22,0,,"Med,Via Rionegro",30-42 PX,30,42,778988,1012684
SANTA FE DE ANTIOQUIA,DESTINO,80,0,,"Med,Boqueron,San jeronimo",12 PX,12,12,666701,949396
SANTA FE DE ANTIOQUIA,DESTINO,80,0,,"Med,Boqueron,San jeronimo",14 PX,14,14,760273,1082644
SANTA FE DE ANTIOQUIA,DESTINO,80,0,,"Med,Boqueron,San jeronimo",16 PX,16,16,853845,1215893
SANTA FE DE ANTIOQUIA,DESTINO,80,0,,"Med,Boqueron,San jeronimo",19 PX,19,19,959114,1246848
SANTA FE DE ANTIOQUIA,DESTINO,80,0,,"Med,Boqueron,San jeronimo",22-25 PX,22,25,1122865,1459725
SANTA FE DE ANTIOQUIA,DESTINO,80,0,,"Med,Boqueron,San jeronimo",30-42 PX,30,42,1246380,1620295
SANTA MARTA,DESTINO,767,0,,"Med, Caucasia, Cartagena",12 PX,12,12,5988615,8527907
SANTA MARTA,DESTINO,767,0,,"Med, Caucasia, Cartagena",14 PX,14,14,6210848,8844372
SANTA MARTA,DESTINO,767,0,,"Med, Caucasia, Cartagena",16 PX,16,16,6737192,9593895
SANTA MARTA,DESTINO,767,0,,"Med, Caucasia, Cartagena",19 PX,19,19,7286928,9473006
SANTA MARTA,DESTINO,767,0,,"Med, Caucasia, Cartagena",22-25 PX,22,25,8304524,10795882
SANTA MARTA,DESTINO,767,0,,"Med, Caucasia, Cartagena",30-42 PX,30,42,9218022,11983429
SANTA ROSA DE CABAL,DESTINO,255,0,,"Med, Sta Barbara, Pintada, Pereira",12 PX,12,12,2058586,2931468
SANTA ROSA DE CABAL,DESTINO,255,0,,"Med, Sta Barbara, Pintada, Pereira",14 PX,14,14,2222337,3164653
SANTA ROSA DE CABAL,DESTINO,255,0,,"Med, Sta Barbara, Pintada, Pereira",16 PX,16,16,2456268,3497774
SANTA ROSA DE CABAL,DESTINO,255,0,,"Med, Sta Barbara, Pintada, Pereira",19 PX,19,19,2608322,3390819
SANTA ROSA DE CABAL,DESTINO,255,0,,"Med, Sta Barbara, Pintada, Pereira",22-25 PX,22,25,3146362,4090271
SANTA ROSA DE CABAL,DESTINO,255,0,,"Med, Sta Barbara, Pintada, Pereira",30-42 PX,30,42,3492462,4540200
SANTA ROSA OSOS,DESTINO,75,0,,"Med,Don Matias,Otra via San pedro entrerrios",12 PX,12,12,701791,999364
SANTA ROSA OSOS,DESTINO,75,0,,"Med,Don Matias,Otra via San pedro entrerrios",14 PX,14,14,748577,1065988
SANTA ROSA OSOS,DESTINO,75,0,,"Med,Don Matias,Otra via San pedro entrerrios",16 PX,16,16,818756,1165925
SANTA ROSA OSOS,DESTINO,75,0,,"Med,Don Matias,Otra via San pedro entrerrios",19 PX,19,19,888935,1155615
SANTA ROSA OSOS,DESTINO,75,0,,"Med,Don Matias,Otra via San pedro entrerrios",22-25 PX,22,25,1005900,1307670
SANTA ROSA OSOS,DESTINO,75,0,,"Med,Don Matias,Otra via San pedro entrerrios",30-42 PX,30,42,1116549,1451514
SANTIAGO,DESTINO,84,0,,,12 PX,12,12,748577,1065988
SANTIAGO,DESTINO,84,0,,,14 PX,14,14,818756,1165925
SANTIAGO,DESTINO,84,0,,,16 PX,16,16,865542,1232549
SANTIAGO,DESTINO,84,0,,,19 PX,19,19,935721,1216437
SANTIAGO,DESTINO,84,0,,,22-25 PX,22,25,1005900,1307670
SANTIAGO,DESTINO,84,0,,,30-42 PX,30,42,1182694,1537502
SANTO DOMINGO,DESTINO,85,0,15,"Med,Barbosa, Molino viejo,15 Kms dest.Otra san vicente",12 PX,12,12,818756,1165925
SANTO DOMINGO,DESTINO,85,0,15,"Med,Barbosa, Molino viejo,15 Kms dest.Otra san vicente",14 PX,14,14,888935,1265861
SANTO DOMINGO,DESTINO,85,0,15,"Med,Barbosa, Molino viejo,15 Kms dest.Otra san vicente",16 PX,16,16,970811,1382454
SANTO DOMINGO,DESTINO,85,0,15,"Med,Barbosa, Molino viejo,15 Kms dest.Otra san vicente",19 PX,19,19,1052686,1368492
SANTO DOMINGO,DESTINO,85,0,15,"Med,Barbosa, Molino viejo,15 Kms dest.Otra san vicente",22-25 PX,22,25,1169651,1520547
SANTO DOMINGO,DESTINO,85,0,15,"Med,Barbosa, Molino viejo,15 Kms dest.Otra san vicente",30-42 PX,30,42,1298313,1687807
SANTUARIO,DESTINO,57,0,,"Med, Oriente Antioqueño",12 PX,12,12,538040,766179
SANTUARIO,DESTINO,57,0,,"Med, Oriente Antioqueño",14 PX,14,14,573129,816147
SANTUARIO,DESTINO,57,0,,"Med, Oriente Antioqueño",16 PX,16,16,619915,882772
SANTUARIO,DESTINO,57,0,,"Med, Oriente Antioqueño",19 PX,19,19,690094,897123
SANTUARIO,DESTINO,57,0,,"Med, Oriente Antioqueño",22-25 PX,22,25,795363,1033972
SANTUARIO,DESTINO,57,0,,"Med, Oriente Antioqueño",30-42 PX,30,42,882853,1147709
SEGOVIA,DESTINO,203,0,70,"Med, Cisneros, Yolombolo, Yali, Remedios.70 Kms dest",12 PX,12,12,1918228,2731595
SEGOVIA,DESTINO,203,0,70,"Med, Cisneros, Yolombolo, Yali, Remedios.70 Kms dest",14 PX,14,14,2105372,2998092
SEGOVIA,DESTINO,203,0,70,"Med, Cisneros, Yolombolo, Yali, Remedios.70 Kms dest",16 PX,16,16,2257427,3214621
SEGOVIA,DESTINO,203,0,70,"Med, Cisneros, Yolombolo, Yali, Remedios.70 Kms dest",19 PX,19,19,2503054,3253970
SEGOVIA,DESTINO,203,0,70,"Med, Cisneros, Yolombolo, Yali, Remedios.70 Kms dest",22-25 PX,22,25,2748681,3573285
SEGOVIA,DESTINO,203,0,70,"Med, Cisneros, Yolombolo, Yali, Remedios.70 Kms dest",30-42 PX,30,42,3051035,3966346
SINCELEJO,DESTINO,467,0,,"Med, Caucasia, Taraza, Planeta Rica",12 PX,12,12,3275024,4663699
SINCELEJO,DESTINO,467,0,,"Med, Caucasia, Taraza, Planeta Rica",14 PX,14,14,3508954,4996821
SINCELEJO,DESTINO,467,0,,"Med, Caucasia, Taraza, Planeta Rica",16 PX,16,16,3859849,5496503
SINCELEJO,DESTINO,467,0,,"Med, Caucasia, Taraza, Planeta Rica",19 PX,19,19,4304317,5595612
SINCELEJO,DESTINO,467,0,,"Med, Caucasia, Taraza, Planeta Rica",22-25 PX,22,25,5415486,7040131
SINCELEJO,DESTINO,467,0,,"Med, Caucasia, Taraza, Planeta Rica",30-42 PX,30,42,6011189,7814546
SOGAMOSO,DESTINO,640,0,,"Med, Pto Boyaca, Tunja, Paipa",12 PX,12,12,5380396,7661792
SOGAMOSO,DESTINO,640,0,,"Med, Pto Boyaca, Tunja, Paipa",14 PX,14,14,5731291,8161474
SOGAMOSO,DESTINO,640,0,,"Med, Pto Boyaca, Tunja, Paipa",16 PX,16,16,6082187,8661156
SOGAMOSO,DESTINO,640,0,,"Med, Pto Boyaca, Tunja, Paipa",19 PX,19,19,6319408,8215231
SOGAMOSO,DESTINO,640,0,,"Med, Pto Boyaca, Tunja, Paipa",22-25 PX,22,25,6725495,8743144
SOGAMOSO,DESTINO,640,0,,"Med, Pto Boyaca, Tunja, Paipa",30-42 PX,30,42,7465299,9704889
SONSON,DESTINO,113,0,,"Med, La ceja, La Unión",12 PX,12,12,935721,1332485
SONSON,DESTINO,113,0,,"Med, La ceja, La Unión",14 PX,14,14,1029293,1465734
SONSON,DESTINO,113,0,,"Med, La ceja, La Unión",16 PX,16,16,1122865,1598983
SONSON,DESTINO,113,0,,"Med, La ceja, La Unión",19 PX,19,19,1239830,1611780
SONSON,DESTINO,113,0,,"Med, La ceja, La Unión",22-25 PX,22,25,1380189,1794245
SONSON,DESTINO,113,0,,"Med, La ceja, La Unión",30-42 PX,30,42,1532009,1991612
SOPETRAN,DESTINO,79,0,,"Med,Boqueron, San jerónimo",12 PX,12,12,701791,999364
SOPETRAN,DESTINO,79,0,,"Med,Boqueron, San jerónimo",14 PX,14,14,760273,1082644
SOPETRAN,DESTINO,79,0,,"Med,Boqueron, San jerónimo",16 PX,16,16,842149,1199237
SOPETRAN,DESTINO,79,0,,"Med,Boqueron, San jerónimo",19 PX,19,19,935721,1216437
SOPETRAN,DESTINO,79,0,,"Med,Boqueron, San jerónimo",22-25 PX,22,25,1052686,1368492
SOPETRAN,DESTINO,79,0,,"Med,Boqueron, San jerónimo",30-42 PX,30,42,1168482,1519026
SUPIA,DESTINO,140,0,,"Med, Sta Barbara, Pintada",12 PX,12,12,959114,1365798
SUPIA,DESTINO,140,0,,"Med, Sta Barbara, Pintada",14 PX,14,14,1029293,1465734
SUPIA,DESTINO,140,0,,"Med, Sta Barbara, Pintada",16 PX,16,16,1122865,1598983
SUPIA,DESTINO,140,0,,"Med, Sta Barbara, Pintada",19 PX,19,19,1310009,1703012
SUPIA,DESTINO,140,0,,"Med, Sta Barbara, Pintada",22-25 PX,22,25,1497154,1946300
SUPIA,DESTINO,140,0,,"Med, Sta Barbara, Pintada",30-42 PX,30,42,1661841,2160393
TAMESIS,DESTINO,102,0,,"Med, Sta Barbara, Pintada",12 PX,12,12,748577,1065988
TAMESIS,DESTINO,102,0,,"Med, Sta Barbara, Pintada",14 PX,14,14,853845,1215893
TAMESIS,DESTINO,102,0,,"Med, Sta Barbara, Pintada",16 PX,16,16,935721,1332485
TAMESIS,DESTINO,102,0,,"Med, Sta Barbara, Pintada",19 PX,19,19,1052686,1368492
TAMESIS,DESTINO,102,0,,"Med, Sta Barbara, Pintada",22-25 PX,22,25,1122865,1459725
TAMESIS,DESTINO,102,0,,"Med, Sta Barbara, Pintada",30-42 PX,30,42,1246380,1620295
TARAZA,DESTINO,233,0,,"Med,Dn Matias,Yarumal, Pto Valdivia",12 PX,12,12,1555636,2215257
TARAZA,DESTINO,233,0,,"Med,Dn Matias,Yarumal, Pto Valdivia",14 PX,14,14,1637512,2331850
TARAZA,DESTINO,233,0,,"Med,Dn Matias,Yarumal, Pto Valdivia",16 PX,16,16,1801263,2565035
TARAZA,DESTINO,233,0,,"Med,Dn Matias,Yarumal, Pto Valdivia",19 PX,19,19,1918228,2493697
TARAZA,DESTINO,233,0,,"Med,Dn Matias,Yarumal, Pto Valdivia",22-25 PX,22,25,2093676,2721779
TARAZA,DESTINO,233,0,,"Med,Dn Matias,Yarumal, Pto Valdivia",30-42 PX,30,42,2323980,3021174
TARSO,DESTINO,95,0,,"Med,Amaga,Bolombolo.Otra via Fredonia,Puente Iglesia",12 PX,12,12,935721,1332485
TARSO,DESTINO,95,0,,"Med,Amaga,Bolombolo.Otra via Fredonia,Puente Iglesia",14 PX,14,14,982507,1399110
TARSO,DESTINO,95,0,,"Med,Amaga,Bolombolo.Otra via Fredonia,Puente Iglesia",16 PX,16,16,1052686,1499046
TARSO,DESTINO,95,0,,"Med,Amaga,Bolombolo.Otra via Fredonia,Puente Iglesia",19 PX,19,19,1122865,1459725
TARSO,DESTINO,95,0,,"Med,Amaga,Bolombolo.Otra via Fredonia,Puente Iglesia",22-25 PX,22,25,1310009,1703012
TARSO,DESTINO,95,0,,"Med,Amaga,Bolombolo.Otra via Fredonia,Puente Iglesia",30-42 PX,30,42,1454111,1890344
TITIRIBI,DESTINO,62,0,,"Med,Caldas,Amaga,Albania",12 PX,12,12,608219,866116
TITIRIBI,DESTINO,62,0,,"Med,Caldas,Amaga,Albania",14 PX,14,14,678398,966052
TITIRIBI,DESTINO,62,0,,"Med,Caldas,Amaga,Albania",16 PX,16,16,760273,1082644
TITIRIBI,DESTINO,62,0,,"Med,Caldas,Amaga,Albania",19 PX,19,19,842149,1094794
TITIRIBI,DESTINO,62,0,,"Med,Caldas,Amaga,Albania",22-25 PX,22,25,900632,1170821
TITIRIBI,DESTINO,62,0,,"Med,Caldas,Amaga,Albania",30-42 PX,30,42,999701,1299611
TULUA,DESTINO,355,0,,"Med, Irra, Pereira, Cartago",12 PX,12,12,2690198,3830896
TULUA,DESTINO,355,0,,"Med, Irra, Pereira, Cartago",14 PX,14,14,2783770,3964144
TULUA,DESTINO,355,0,,"Med, Irra, Pereira, Cartago",16 PX,16,16,2900735,4130705
TULUA,DESTINO,355,0,,"Med, Irra, Pereira, Cartago",19 PX,19,19,3087879,4014243
TULUA,DESTINO,355,0,,"Med, Irra, Pereira, Cartago",22-25 PX,22,25,3321810,4318353
TULUA,DESTINO,355,0,,"Med, Irra, Pereira, Cartago",30-42 PX,30,42,3687209,4793371
TUNJA,DESTINO,582,0,,"Med, Pto Boyaca, Pto Araujo",12 PX,12,12,4210745,5996185
TUNJA,DESTINO,582,0,,"Med, Pto Boyaca, Pto Araujo",14 PX,14,14,4678605,6662427
TUNJA,DESTINO,582,0,,"Med, Pto Boyaca, Pto Araujo",16 PX,16,16,5029501,7162109
TUNJA,DESTINO,582,0,,"Med, Pto Boyaca, Pto Araujo",19 PX,19,19,5380396,6994515
TUNJA,DESTINO,582,0,,"Med, Pto Boyaca, Pto Araujo",22-25 PX,22,25,5415486,7040131
TUNJA,DESTINO,582,0,,"Med, Pto Boyaca, Pto Araujo",30-42 PX,30,42,6011189,7814546
TURBO,DESTINO,350,0,,"Med,S jerónimo, Cañas gordas, Apartado",12 PX,12,12,2830556,4030769
TURBO,DESTINO,350,0,,"Med,S jerónimo, Cañas gordas, Apartado",14 PX,14,14,3087879,4397202
TURBO,DESTINO,350,0,,"Med,S jerónimo, Cañas gordas, Apartado",16 PX,16,16,3275024,4663699
TURBO,DESTINO,350,0,,"Med,S jerónimo, Cañas gordas, Apartado",19 PX,19,19,3473864,4516024
TURBO,DESTINO,350,0,,"Med,S jerónimo, Cañas gordas, Apartado",22-25 PX,22,25,3661009,4759311
TURBO,DESTINO,350,0,,"Med,S jerónimo, Cañas gordas, Apartado",30-42 PX,30,42,4063720,5282835
URAMITA,DESTINO,162,0,,"Med,S jerónimo, Cañas gordas",12 PX,12,12,1590726,2265225
URAMITA,DESTINO,162,0,,"Med,S jerónimo, Cañas gordas",14 PX,14,14,1684298,2398474
URAMITA,DESTINO,162,0,,"Med,S jerónimo, Cañas gordas",16 PX,16,16,1801263,2565035
URAMITA,DESTINO,162,0,,"Med,S jerónimo, Cañas gordas",19 PX,19,19,1918228,2493697
URAMITA,DESTINO,162,0,,"Med,S jerónimo, Cañas gordas",22-25 PX,22,25,2000104,2600135
URAMITA,DESTINO,162,0,,"Med,S jerónimo, Cañas gordas",30-42 PX,30,42,2220115,2886150
URRAO,DESTINO,170,0,,"Med, Bolombolo, Concordia, Betulia",12 PX,12,12,1719387,2448442
URRAO,DESTINO,170,0,,"Med, Bolombolo, Concordia, Betulia",14 PX,14,14,1824656,2598347
