destino,tipo,km,km_estimado,km_destapados,ruta,tamano,capacidad_desde,capacidad_hasta,precio_ida,precio_ida_vuelta
FREDONIA,DESTINO,58,0,,"Med,Caldas,Camiloce",14 PX,14,14,748577,1065988
FREDONIA,DESTINO,58,0,,"Med,Caldas,Camiloce",16 PX,16,16,842149,1199237
FREDONIA,DESTINO,58,0,,"Med,Caldas,Camiloce",19 PX,19,19,947418,1231643
FREDONIA,DESTINO,58,0,,"Med,Caldas,Camiloce",22-25 PX,22,25,1134562,1474930
FREDONIA,DESTINO,58,0,,"Med,Caldas,Camiloce",30-42 PX,30,42,1169651,1520547
FRONTINO,DESTINO,182,0,,"Med,S jeronimo, Cañas gordas",12 PX,12,12,1520547,2165289
FRONTINO,DESTINO,182,0,,"Med,S jeronimo, Cañas gordas",14 PX,14,14,1590726,2265225
FRONTINO,DESTINO,182,0,,"Med,S jeronimo, Cañas gordas",16 PX,16,16,1684298,2398474
FRONTINO,DESTINO,182,0,,"Med,S jeronimo, Cañas gordas",19 PX,19,19,1848049,2402464
FRONTINO,DESTINO,182,0,,"Med,S jeronimo, Cañas gordas",22-25 PX,22,25,2070283,2691368
FRONTINO,DESTINO,182,0,,"Med,S jeronimo, Cañas gordas",30-42 PX,30,42,2535804,3296545
GIRALDO,DESTINO,117,0,5,"Med,San jeronimo,Antioquia.5Kmdest",12 PX,12,12,1169651,1665607
GIRALDO,DESTINO,117,0,5,"Med,San jeronimo,Antioquia.5Kmdest",14 PX,14,14,1216437,1732231
GIRALDO,DESTINO,117,0,5,"Med,San jeronimo,Antioquia.5Kmdest",16 PX,16,16,1310009,1865480
GIRALDO,DESTINO,117,0,5,"Med,San jeronimo,Antioquia.5Kmdest",19 PX,19,19,1473761,1915889
GIRALDO,DESTINO,117,0,5,"Med,San jeronimo,Antioquia.5Kmdest",22-25 PX,22,25,1684298,2189587
GIRALDO,DESTINO,117,0,5,"Med,San jeronimo,Antioquia.5Kmdest",30-42 PX,30,42,2229355,2898162
GIRARDOTA,DESTINO,28,0,,"Med, Bello, Copacabana",12 PX,12,12,421074,599618
GIRARDOTA,DESTINO,28,0,,"Med, Bello, Copacabana",14 PX,14,14,467861,666243
GIRARDOTA,DESTINO,28,0,,"Med, Bello, Copacabana",16 PX,16,16,502950,716211
GIRARDOTA,DESTINO,28,0,,"Med, Bello, Copacabana",19 PX,19,19,549736,714657
GIRARDOTA,DESTINO,28,0,,"Med, Bello, Copacabana",22-25 PX,22,25,619915,805890
GIRARDOTA,DESTINO,28,0,,"Med, Bello, Copacabana",30-42 PX,30,42,666701,866712
GIRARDOT MELGAR,DESTINO,590,0,,"Med, Pto Triunfo, Honda, Ibagué, Espinal",12 PX,12,12,3789670,5396566
GIRARDOT MELGAR,DESTINO,590,0,,"Med, Pto Triunfo, Honda, Ibagué, Espinal",14 PX,14,14,3976814,5663063
GIRARDOT MELGAR,DESTINO,590,0,,"Med, Pto Triunfo, Honda, Ibagué, Espinal",16 PX,16,16,4210745,5996185
GIRARDOT MELGAR,DESTINO,590,0,,"Med, Pto Triunfo, Honda, Ibagué, Espinal",19 PX,19,19,4514854,5869310
GIRARDOT MELGAR,DESTINO,590,0,,"Med, Pto Triunfo, Honda, Ibagué, Espinal",22-25 PX,22,25,5041197,6553556
GIRARDOT MELGAR,DESTINO,590,0,,"Med, Pto Triunfo, Honda, Ibagué, Espinal",30-42 PX,30,42,5345306,6948898
GOMEZ PLATA,DESTINO,98,0,25,"Med,Barbosa,Porce,25 Kms dest",12 PX,12,12,701791,999364
GOMEZ PLATA,DESTINO,98,0,25,"Med,Barbosa,Porce,25 Kms dest",14 PX,14,14,748577,1065988
GOMEZ PLATA,DESTINO,98,0,25,"Med,Barbosa,Porce,25 Kms dest",16 PX,16,16,935721,1332485
GOMEZ PLATA,DESTINO,98,0,25,"Med,Barbosa,Porce,25 Kms dest",19 PX,19,19,1169651,1520547
GOMEZ PLATA,DESTINO,98,0,25,"Med,Barbosa,Porce,25 Kms dest",22-25 PX,22,25,1450368,1885478
GOMEZ PLATA,DESTINO,98,0,25,"Med,Barbosa,Porce,25 Kms dest",30-42 PX,30,42,1766173,2296026
GRANADA,DESTINO,77,0,,"Med,Guarne,Marinilla,Santuari o,Otra autopista med-bog",12 PX,12,12,666701,949396
GRANADA,DESTINO,77,0,,"Med,Guarne,Marinilla,Santuari o,Otra autopista med-bog",14 PX,14,14,701791,999364
GRANADA,DESTINO,77,0,,"Med,Guarne,Marinilla,Santuari o,Otra autopista med-bog",16 PX,16,16,760273,1082644
GRANADA,DESTINO,77,0,,"Med,Guarne,Marinilla,Santuari o,Otra autopista med-bog",19 PX,19,19,818756,1064383
GRANADA,DESTINO,77,0,,"Med,Guarne,Marinilla,Santuari o,Otra autopista med-bog",22-25 PX,22,25,982507,1277259
GRANADA,DESTINO,77,0,,"Med,Guarne,Marinilla,Santuari o,Otra autopista med-bog",30-42 PX,30,42,1122865,1459725
GUADALUPE,DESTINO,132,0,65,"Med,Barbosa,Gomez plata,Carolina.65 Kms dest",12 PX,12,12,1368492,1948760
GUADALUPE,DESTINO,132,0,65,"Med,Barbosa,Gomez plata,Carolina.65 Kms dest",14 PX,14,14,1473761,2098665
GUADALUPE,DESTINO,132,0,65,"Med,Barbosa,Gomez plata,Carolina.65 Kms dest",16 PX,16,16,1555636,2215257
GUADALUPE,DESTINO,132,0,65,"Med,Barbosa,Gomez plata,Carolina.65 Kms dest",19 PX,19,19,1637512,2128765
GUADALUPE,DESTINO,132,0,65,"Med,Barbosa,Gomez plata,Carolina.65 Kms dest",22-25 PX,22,25,1777870,2311231
GUADALUPE,DESTINO,132,0,65,"Med,Barbosa,Gomez plata,Carolina.65 Kms dest",30-42 PX,30,42,1920567,2496738
GUADUAS,DESTINO,308,0,,"Honda, Aguadas",12 PX,12,12,2292517,3264589
GUADUAS,DESTINO,308,0,,"Honda, Aguadas",14 PX,14,14,2690198,3830896
GUADUAS,DESTINO,308,0,,"Honda, Aguadas",16 PX,16,16,2853949,4064081
GUADUAS,DESTINO,308,0,,"Honda, Aguadas",19 PX,19,19,3275024,4257531
GUADUAS,DESTINO,308,0,,"Honda, Aguadas",22-25 PX,22,25,3637616,4728900
GUADUAS,DESTINO,308,0,,"Honda, Aguadas",30-42 PX,30,42,3972136,5163777
GUARNE,DESTINO,25,0,,"Med,Autopista Med-Bogota",12 PX,12,12,397681,566306
GUARNE,DESTINO,25,0,,"Med,Autopista Med-Bogota",14 PX,14,14,456164,649587
GUARNE,DESTINO,25,0,,"Med,Autopista Med-Bogota",16 PX,16,16,502950,716211
GUARNE,DESTINO,25,0,,"Med,Autopista Med-Bogota",19 PX,19,19,573129,745068
GUARNE,DESTINO,25,0,,"Med,Autopista Med-Bogota",22-25 PX,22,25,608219,790684
GUARNE,DESTINO,25,0,,"Med,Autopista Med-Bogota",30-42 PX,30,42,643308,836301
GUATAPÉ,DESTINO,79,0,,"Med, Guarne, Marinilla, Peñol",12 PX,12,12,701791,999364
GUATAPÉ,DESTINO,79,0,,"Med, Guarne, Marinilla, Peñol",14 PX,14,14,760273,1082644
GUATAPÉ,DESTINO,79,0,,"Med, Guarne, Marinilla, Peñol",16 PX,16,16,912328,1299173
GUATAPÉ,DESTINO,79,0,,"Med, Guarne, Marinilla, Peñol",19 PX,19,19,1029293,1338081
GUATAPÉ,DESTINO,79,0,,"Med, Guarne, Marinilla, Peñol",22-25 PX,22,25,1169651,1520547
GUATAPÉ,DESTINO,79,0,,"Med, Guarne, Marinilla, Peñol",30-42 PX,30,42,1216437,1581369
HATILLO,DESTINO,35,0,,"Med, Copacabana, Girardota",12 PX,12,12,397681,566306
HATILLO,DESTINO,35,0,,"Med, Copacabana, Girardota",14 PX,14,14,432771,616275
HATILLO,DESTINO,35,0,,"Med, Copacabana, Girardota",16 PX,16,16,491254,699555
HATILLO,DESTINO,35,0,,"Med, Copacabana, Girardota",19 PX,19,19,549736,714657
HATILLO,DESTINO,35,0,,"Med, Copacabana, Girardota",22-25 PX,22,25,643308,836301
HATILLO,DESTINO,35,0,,"Med, Copacabana, Girardota",30-42 PX,30,42,701791,912328
HELICONIA,DESTINO,43,0,12,"Med,San ant de prado.12 Kms dest",12 PX,12,12,491254,699555
HELICONIA,DESTINO,43,0,12,"Med,San ant de prado.12 Kms dest",14 PX,14,14,538040,766179
HELICONIA,DESTINO,43,0,12,"Med,San ant de prado.12 Kms dest",16 PX,16,16,619915,882772
HELICONIA,DESTINO,43,0,12,"Med,San ant de prado.12 Kms dest",19 PX,19,19,690094,897123
HELICONIA,DESTINO,43,0,12,"Med,San ant de prado.12 Kms dest",22-25 PX,22,25,771970,1003561
HELICONIA,DESTINO,43,0,12,"Med,San ant de prado.12 Kms dest",30-42 PX,30,42,947418,1231643
HISPANIA,DESTINO,99,0,,"Med,Bolombolo,Remolinos",12 PX,12,12,959114,1365798
HISPANIA,DESTINO,99,0,,"Med,Bolombolo,Remolinos",14 PX,14,14,994204,1415766
HISPANIA,DESTINO,99,0,,"Med,Bolombolo,Remolinos",16 PX,16,16,1052686,1499046
HISPANIA,DESTINO,99,0,,"Med,Bolombolo,Remolinos",19 PX,19,19,1216437,1581369
HISPANIA,DESTINO,99,0,,"Med,Bolombolo,Remolinos",22-25 PX,22,25,1403582,1824656
HISPANIA,DESTINO,99,0,,"Med,Bolombolo,Remolinos",30-42 PX,30,42,1695994,2204793
HONDA,DESTINO,280,0,,"Med, Pto Triunfo, La Dorada",12 PX,12,12,2105372,2998092
HONDA,DESTINO,280,0,,"Med, Pto Triunfo, La Dorada",14 PX,14,14,2339303,3331214
HONDA,DESTINO,280,0,,"Med, Pto Triunfo, La Dorada",16 PX,16,16,2690198,3830896
HONDA,DESTINO,280,0,,"Med, Pto Triunfo, La Dorada",19 PX,19,19,3087879,4014243
HONDA,DESTINO,280,0,,"Med, Pto Triunfo, La Dorada",22-25 PX,22,25,3415382,4439996
HONDA,DESTINO,280,0,,"Med, Pto Triunfo, La Dorada",30-42 PX,30,42,3391989,4409585
HORA DIURNA,POR_HORA,,0,,Area Metropolitana,12 PX,12,12,93572,133249
HORA DIURNA,POR_HORA,,0,,Area Metropolitana,14 PX,14,14,93572,133249
HORA DIURNA,POR_HORA,,0,,Area Metropolitana,16 PX,16,16,93572,133249
HORA DIURNA,POR_HORA,,0,,Area Metropolitana,19 PX,19,19,93572,121644
HORA DIURNA,POR_HORA,,0,,Area Metropolitana,22-25 PX,22,25,93572,121644
HORA DIURNA,POR_HORA,,0,,Area Metropolitana,30-42 PX,30,42,93572,121644
HORA NOCTURNA,POR_HORA,,0,,Area Metropolitana,12 PX,12,12,105269,149905
HORA NOCTURNA,POR_HORA,,0,,Area Metropolitana,14 PX,14,14,116965,166561
HORA NOCTURNA,POR_HORA,,0,,Area Metropolitana,16 PX,16,16,116965,166561
HORA NOCTURNA,POR_HORA,,0,,Area Metropolitana,19 PX,19,19,116965,152055
HORA NOCTURNA,POR_HORA,,0,,Area Metropolitana,22-25 PX,22,25,116965,152055
HORA NOCTURNA,POR_HORA,,0,,Area Metropolitana,30-42 PX,30,42,116965,152055
IBAGUÉ,DESTINO,420,0,,"Med, Pto Triunfo, Honda, Guayabal",12 PX,12,12,3041093,4330578
IBAGUÉ,DESTINO,420,0,,"Med, Pto Triunfo, Honda, Guayabal",14 PX,14,14,3391989,4830260
IBAGUÉ,DESTINO,420,0,,"Med, Pto Triunfo, Honda, Guayabal",16 PX,16,16,3508954,4996821
IBAGUÉ,DESTINO,420,0,,"Med, Pto Triunfo, Honda, Guayabal",19 PX,19,19,3859849,5017804
IBAGUÉ,DESTINO,420,0,,"Med, Pto Triunfo, Honda, Guayabal",22-25 PX,22,25,4210745,5473968
IBAGUÉ,DESTINO,420,0,,"Med, Pto Triunfo, Honda, Guayabal",30-42 PX,30,42,4889142,6355885
IPIALES,DESTINO,930,0,,"Med, Pereira, Cali, Popayan, Pasto",12 PX,12,12,5848257,8328034
IPIALES,DESTINO,930,0,,"Med, Pereira, Cali, Popayan, Pasto",14 PX,14,14,6409689,9127526
IPIALES,DESTINO,930,0,,"Med, Pereira, Cali, Popayan, Pasto",16 PX,16,16,7041301,10026953
IPIALES,DESTINO,930,0,,"Med, Pereira, Cali, Popayan, Pasto",19 PX,19,19,7836664,10187663
IPIALES,DESTINO,930,0,,"Med, Pereira, Cali, Popayan, Pasto",22-25 PX,22,25,8889350,11556155
IPIALES,DESTINO,930,0,,"Med, Pereira, Cali, Popayan, Pasto",30-42 PX,30,42,9825071,12772592
ITAGUI,DESTINO,22,0,,Medellín,12 PX,12,12,257323,366434
ITAGUI,DESTINO,22,0,,Medellín,14 PX,14,14,269020,383090
ITAGUI,DESTINO,22,0,,Medellín,16 PX,16,16,339199,483026
ITAGUI,DESTINO,22,0,,Medellín,19 PX,19,19,350895,456164
ITAGUI,DESTINO,22,0,,Medellín,22-25 PX,22,25,385985,501780
ITAGUI,DESTINO,22,0,,Medellín,30-42 PX,30,42,421728,548246
ITUANGO,DESTINO,193,0,,"San Jose de la Montaña, San Ándres de Cuerquia",12 PX,12,12,1520547,2165289
ITUANGO,DESTINO,193,0,,"San Jose de la Montaña, San Ándres de Cuerquia",14 PX,14,14,1602422,2281881
ITUANGO,DESTINO,193,0,,"San Jose de la Montaña, San Ándres de Cuerquia",16 PX,16,16,1731084,2465098
ITUANGO,DESTINO,193,0,,"San Jose de la Montaña, San Ándres de Cuerquia",19 PX,19,19,1906532,2478491
ITUANGO,DESTINO,193,0,,"San Jose de la Montaña, San Ándres de Cuerquia",22-25 PX,22,25,2222337,2889039
ITUANGO,DESTINO,193,0,,"San Jose de la Montaña, San Ándres de Cuerquia",30-42 PX,30,42,2774413,3606737
JARDIN,DESTINO,143,0,,"Med,Amaga,Bolombolo,Andes",12 PX,12,12,1239830,1765543
JARDIN,DESTINO,143,0,,"Med,Amaga,Bolombolo,Andes",14 PX,14,14,1321706,1882136
JARDIN,DESTINO,143,0,,"Med,Amaga,Bolombolo,Andes",16 PX,16,16,1426975,2032040
JARDIN,DESTINO,143,0,,"Med,Amaga,Bolombolo,Andes",19 PX,19,19,1567333,2037533
JARDIN,DESTINO,143,0,,"Med,Amaga,Bolombolo,Andes",22-25 PX,22,25,1731084,2250409
JARDIN,DESTINO,143,0,,"Med,Amaga,Bolombolo,Andes",30-42 PX,30,42,1824656,2372053
JERICO,DESTINO,104,0,,"Med,Amaga, Fredonia, Pte iglesias ,Otra Bolombolo 15 Km",12 PX,12,12,853845,1215893
JERICO,DESTINO,104,0,,"Med,Amaga, Fredonia, Pte iglesias ,Otra Bolombolo 15 Km",14 PX,14,14,888935,1265861
JERICO,DESTINO,104,0,,"Med,Amaga, Fredonia, Pte iglesias ,Otra Bolombolo 15 Km",16 PX,16,16,959114,1365798
JERICO,DESTINO,104,0,,"Med,Amaga, Fredonia, Pte iglesias ,Otra Bolombolo 15 Km",19 PX,19,19,1052686,1368492
JERICO,DESTINO,104,0,,"Med,Amaga, Fredonia, Pte iglesias ,Otra Bolombolo 15 Km",22-25 PX,22,25,1169651,1520547
JERICO,DESTINO,104,0,,"Med,Amaga, Fredonia, Pte iglesias ,Otra Bolombolo 15 Km",30-42 PX,30,42,1424635,1852026
LA APARTADA,DESTINO,234,0,,Medellín,12 PX,12,12,1637512,2331850
LA APARTADA,DESTINO,234,0,,Medellín,14 PX,14,14,1754477,2498410
LA APARTADA,DESTINO,234,0,,Medellín,16 PX,16,16,1906532,2714939
LA APARTADA,DESTINO,234,0,,Medellín,19 PX,19,19,2152158,2797806
LA APARTADA,DESTINO,234,0,,Medellín,22-25 PX,22,25,2900735,3770956
LA APARTADA,DESTINO,234,0,,Medellín,30-42 PX,30,42,3167416,4117640
LA CEJA (QUIRAMA),DESTINO,41,0,,"Med, Represa la fe,Don Diego",12 PX,12,12,538040,766179
LA CEJA (QUIRAMA),DESTINO,41,0,,"Med, Represa la fe,Don Diego",14 PX,14,14,596522,849459
LA CEJA (QUIRAMA),DESTINO,41,0,,"Med, Represa la fe,Don Diego",16 PX,16,16,655005,932740
LA CEJA (QUIRAMA),DESTINO,41,0,,"Med, Represa la fe,Don Diego",19 PX,19,19,701791,912328
LA CEJA (QUIRAMA),DESTINO,41,0,,"Med, Represa la fe,Don Diego",22-25 PX,22,25,795363,1033972
LA CEJA (QUIRAMA),DESTINO,41,0,,"Med, Represa la fe,Don Diego",30-42 PX,30,42,795363,1033972
LA DORADA,DESTINO,258,0,,"Med, Pto Triunfo",12 PX,12,12,2222337,3164653
LA DORADA,DESTINO,258,0,,"Med, Pto Triunfo",14 PX,14,14,2432875,3464462
LA DORADA,DESTINO,258,0,,"Med, Pto Triunfo",16 PX,16,16,2690198,3830896
LA DORADA,DESTINO,258,0,,"Med, Pto Triunfo",19 PX,19,19,2725288,3542874
LA DORADA,DESTINO,258,0,,"Med, Pto Triunfo",22-25 PX,22,25,2924128,3801367
LA DORADA,DESTINO,258,0,,"Med, Pto Triunfo",30-42 PX,30,42,3462168,4500818
LA ESTRELLA,DESTINO,28,0,,"Med, Autopista Sur",12 PX,12,12,257323,366434
LA ESTRELLA,DESTINO,28,0,,"Med, Autopista Sur",14 PX,14,14,269020,383090
LA ESTRELLA,DESTINO,28,0,,"Med, Autopista Sur",16 PX,16,16,280716,399746
LA ESTRELLA,DESTINO,28,0,,"Med, Autopista Sur",19 PX,19,19,304109,395342
LA ESTRELLA,DESTINO,28,0,,"Med, Autopista Sur",22-25 PX,22,25,350895,456164
LA ESTRELLA,DESTINO,28,0,,"Med, Autopista Sur",30-42 PX,30,42,432771,562602
LA FELISA,DESTINO,127,0,,"Med, Versalles, Sta Barbara, Pintada",12 PX,12,12,888935,1265861
LA FELISA,DESTINO,127,0,,"Med, Versalles, Sta Barbara, Pintada",14 PX,14,14,982507,1399110
LA FELISA,DESTINO,127,0,,"Med, Versalles, Sta Barbara, Pintada",16 PX,16,16,1040990,1482390
LA FELISA,DESTINO,127,0,,"Med, Versalles, Sta Barbara, Pintada",19 PX,19,19,1122865,1459725
LA FELISA,DESTINO,127,0,,"Med, Versalles, Sta Barbara, Pintada",22-25 PX,22,25,1228134,1596574
LA FELISA,DESTINO,127,0,,"Med, Versalles, Sta Barbara, Pintada",30-42 PX,30,42,1363229,1772197
LA UNION,DESTINO,57,0,,"Med, Represa la fe, Don Diego, La Ceja",12 PX,12,12,584826,832803
LA UNION,DESTINO,57,0,,"Med, Represa la fe, Don Diego, La Ceja",14 PX,14,14,619915,882772
LA UNION,DESTINO,57,0,,"Med, Represa la fe, Don Diego, La Ceja",16 PX,16,16,655005,932740
LA UNION,DESTINO,57,0,,"Med, Represa la fe, Don Diego, La Ceja",19 PX,19,19,736880,957944
LA UNION,DESTINO,57,0,,"Med, Represa la fe, Don Diego, La Ceja",22-25 PX,22,25,888935,1155615
LA UNION,DESTINO,57,0,,"Med, Represa la fe, Don Diego, La Ceja",30-42 PX,30,42,986718,1282733
LA VIRGINIA,DESTINO,217,0,,"Med, Versalles, Pereira",12 PX,12,12,1555636,2215257
LA VIRGINIA,DESTINO,217,0,,"Med, Versalles, Pereira",14 PX,14,14,1707011,2430818
LA VIRGINIA,DESTINO,217,0,,"Med, Versalles, Pereira",16 PX,16,16,1754477,2498410
LA VIRGINIA,DESTINO,217,0,,"Med, Versalles, Pereira",19 PX,19,19,2058586,2676162
LA VIRGINIA,DESTINO,217,0,,"Med, Versalles, Pereira",22-25 PX,22,25,2526447,3284381
LA VIRGINIA,DESTINO,217,0,,"Med, Versalles, Pereira",30-42 PX,30,42,2804356,3645663
LIBORINA,DESTINO,114,0,22,"Med, Sopetran,Olaya.22 Kms dest",12 PX,12,12,1169651,1665607
LIBORINA,DESTINO,114,0,22,"Med, Sopetran,Olaya.22 Kms dest",14 PX,14,14,1286616,1832168
LIBORINA,DESTINO,114,0,22,"Med, Sopetran,Olaya.22 Kms dest",16 PX,16,16,1356796,1932104
LIBORINA,DESTINO,114,0,22,"Med, Sopetran,Olaya.22 Kms dest",19 PX,19,19,1473761,1915889
LIBORINA,DESTINO,114,0,22,"Med, Sopetran,Olaya.22 Kms dest",22-25 PX,22,25,1637512,2128765
LIBORINA,DESTINO,114,0,22,"Med, Sopetran,Olaya.22 Kms dest",30-42 PX,30,42,1817638,2362930
LORICA,DESTINO,451,0,,"Med, Autopista, Costa Atlántica",12 PX,12,12,3041093,4330578
LORICA,DESTINO,451,0,,"Med, Autopista, Costa Atlántica",14 PX,14,14,3275024,4663699
LORICA,DESTINO,451,0,,"Med, Autopista, Costa Atlántica",16 PX,16,16,3508954,4996821
LORICA,DESTINO,451,0,,"Med, Autopista, Costa Atlántica",19 PX,19,19,3859849,5017804
LORICA,DESTINO,451,0,,"Med, Autopista, Costa Atlántica",22-25 PX,22,25,4561640,5930132
LORICA,DESTINO,451,0,,"Med, Autopista, Costa Atlántica",30-42 PX,30,42,5063421,6582447
LOS LLANOS DEL CUIVA,DESTINO,99,0,,Santa Rosa,12 PX,12,12,807059,1149269
LOS LLANOS DEL CUIVA,DESTINO,99,0,,Santa Rosa,14 PX,14,14,877238,1249205
LOS LLANOS DEL CUIVA,DESTINO,99,0,,Santa Rosa,16 PX,16,16,959114,1365798
LOS LLANOS DEL CUIVA,DESTINO,99,0,,Santa Rosa,19 PX,19,19,1064383,1383697
LOS LLANOS DEL CUIVA,DESTINO,99,0,,Santa Rosa,22-25 PX,22,25,1122865,1459725
LOS LLANOS DEL CUIVA,DESTINO,99,0,,Santa Rosa,30-42 PX,30,42,1246380,1620295
MACEO,DESTINO,149,0,10,"Med,Cisneros, San José del Nus.10 Kms dest",12 PX,12,12,1310009,1865480
MACEO,DESTINO,149,0,10,"Med,Cisneros, San José del Nus.10 Kms dest",14 PX,14,14,1403582,1998728
MACEO,DESTINO,149,0,10,"Med,Cisneros, San José del Nus.10 Kms dest",16 PX,16,16,1473761,2098665
MACEO,DESTINO,149,0,10,"Med,Cisneros, San José del Nus.10 Kms dest",19 PX,19,19,1567333,2037533
MACEO,DESTINO,149,0,10,"Med,Cisneros, San José del Nus.10 Kms dest",22-25 PX,22,25,1684298,2189587
MACEO,DESTINO,149,0,10,"Med,Cisneros, San José del Nus.10 Kms dest",30-42 PX,30,42,1869571,2430442
MAGANGUÉ,DESTINO,561,1,,"Med, Sincelejo, Magangué",12 PX,12,12,4210745,5996185
MAGANGUÉ,DESTINO,561,1,,"Med, Sincelejo, Magangué",14 PX,14,14,4397889,6262682
MAGANGUÉ,DESTINO,561,1,,"Med, Sincelejo, Magangué",16 PX,16,16,4631819,6595803
MAGANGUÉ,DESTINO,561,1,,"Med, Sincelejo, Magangué",19 PX,19,19,4865749,6325474
MAGANGUÉ,DESTINO,561,1,,"Med, Sincelejo, Magangué",22-25 PX,22,25,5099680,6629584
MAGANGUÉ,DESTINO,561,1,,"Med, Sincelejo, Magangué",30-42 PX,30,42,5660644,7358838
MAICAO,DESTINO,1138,0,,"Med, Pto Boyacá, San Alberto, Valledupar",12 PX,12,12,9006315,12825173
MAICAO,DESTINO,1138,0,,"Med, Pto Boyacá, San Alberto, Valledupar",14 PX,14,14,9357210,13324855
MAICAO,DESTINO,1138,0,,"Med, Pto Boyacá, San Alberto, Valledupar",16 PX,16,16,9614534,13691288
MAICAO,DESTINO,1138,0,,"Med, Pto Boyacá, San Alberto, Valledupar",19 PX,19,19,10246145,13319989
MAICAO,DESTINO,1138,0,,"Med, Pto Boyacá, San Alberto, Valledupar",22-25 PX,22,25,11345618,14749303
MAICAO,DESTINO,1138,0,,"Med, Pto Boyacá, San Alberto, Valledupar",30-42 PX,30,42,12593636,16371726
MANIZALES,DESTINO,232,0,,"Med, Irra, Chinchina",12 PX,12,12,1754477,2498410
MANIZALES,DESTINO,232,0,,"Med, Irra, Chinchina",14 PX,14,14,2105372,2998092
MANIZALES,DESTINO,232,0,,"Med, Irra, Chinchina",16 PX,16,16,2339303,3331214
MANIZALES,DESTINO,232,0,,"Med, Irra, Chinchina",19 PX,19,19,2620019,3406025
MANIZALES,DESTINO,232,0,,"Med, Irra, Chinchina",22-25 PX,22,25,2924128,3801367
MANIZALES,DESTINO,232,0,,"Med, Irra, Chinchina",30-42 PX,30,42,3245782,4219517
MARINILLA,DESTINO,47,0,,"Med,Guarne",12 PX,12,12,467861,666243
MARINILLA,DESTINO,47,0,,"Med,Guarne",14 PX,14,14,491254,699555
MARINILLA,DESTINO,47,0,,"Med,Guarne",16 PX,16,16,549736,782835
MARINILLA,DESTINO,47,0,,"Med,Guarne",19 PX,19,19,584826,760273
MARINILLA,DESTINO,47,0,,"Med,Guarne",22-25 PX,22,25,678398,881917
MARINILLA,DESTINO,47,0,,"Med,Guarne",30-42 PX,30,42,753022,978928
MELGAR,DESTINO,590,0,,"Med, Pto Triunfo, Honda, Ibagué, Espinal",12 PX,12,12,3859849,5496503
MELGAR,DESTINO,590,0,,"Med, Pto Triunfo, Honda, Ibagué, Espinal",14 PX,14,14,4210745,5996185
MELGAR,DESTINO,590,0,,"Med, Pto Triunfo, Honda, Ibagué, Espinal",16 PX,16,16,4561640,6495867
MELGAR,DESTINO,590,0,,"Med, Pto Triunfo, Honda, Ibagué, Espinal",19 PX,19,19,4959322,6447118
MELGAR,DESTINO,590,0,,"Med, Pto Triunfo, Honda, Ibagué, Espinal",22-25 PX,22,25,5614326,7298624
MELGAR,DESTINO,590,0,,"Med, Pto Triunfo, Honda, Ibagué, Espinal",30-42 PX,30,42,6231902,8101473
MOMPOX (FERRI),DESTINO,610,0,,"Sincelejo, Magangué, El Banco",12 PX,12,12,4210745,5996185
MOMPOX (FERRI),DESTINO,610,0,,"Sincelejo, Magangué, El Banco",14 PX,14,14,4397889,6262682
MOMPOX (FERRI),DESTINO,610,0,,"Sincelejo, Magangué, El Banco",16 PX,16,16,4912535,6995549
MOMPOX (FERRI),DESTINO,610,0,,"Sincelejo, Magangué, El Banco",19 PX,19,19,5146466,6690405
MOMPOX (FERRI),DESTINO,610,0,,"Sincelejo, Magangué, El Banco",22-25 PX,22,25,5497361,7146569
MOMPOX (FERRI),DESTINO,610,0,,"Sincelejo, Magangué, El Banco",30-42 PX,30,42,6102071,7932692
MONTEBELLO,DESTINO,53,0,15,"Med,Caldas,Versalles.15 Kms dest",12 PX,12,12,584826,832803
MONTEBELLO,DESTINO,53,0,15,"Med,Caldas,Versalles.15 Kms dest",14 PX,14,14,619915,882772
MONTEBELLO,DESTINO,53,0,15,"Med,Caldas,Versalles.15 Kms dest",16 PX,16,16,655005,932740
MONTEBELLO,DESTINO,53,0,15,"Med,Caldas,Versalles.15 Kms dest",19 PX,19,19,725184,942739
MONTEBELLO,DESTINO,53,0,15,"Med,Caldas,Versalles.15 Kms dest",22-25 PX,22,25,771970,1003561
MONTEBELLO,DESTINO,53,0,15,"Med,Caldas,Versalles.15 Kms dest",30-42 PX,30,42,856887,1113953
MONTELIBANO,DESTINO,332,0,,"Med, Yarumal. Caucasia, La Apartada",12 PX,12,12,2573233,3664335
MONTELIBANO,DESTINO,332,0,,"Med, Yarumal. Caucasia, La Apartada",14 PX,14,14,2643412,3764271
MONTELIBANO,DESTINO,332,0,,"Med, Yarumal. Caucasia, La Apartada",16 PX,16,16,2748681,3914176
MONTELIBANO,DESTINO,332,0,,"Med, Yarumal. Caucasia, La Apartada",19 PX,19,19,2924128,3801367
MONTELIBANO,DESTINO,332,0,,"Med, Yarumal. Caucasia, La Apartada",22-25 PX,22,25,3158059,4105476
MONTELIBANO,DESTINO,332,0,,"Med, Yarumal. Caucasia, La Apartada",30-42 PX,30,42,3505445,4557078
MONTERIA,DESTINO,400,0,,"Med, Caucasia, Montería, Lorica, San Bernardo",12 PX,12,12,3158059,4497139
MONTERIA,DESTINO,400,0,,"Med, Caucasia, Montería, Lorica, San Bernardo",14 PX,14,14,3508954,4996821
